Name,Symbol,Mint Address,CoinGecko ID,Current Price (USD),Market Cap (USD),Total Volume (USD),Price Change 24h (%),Launch Date,Categories,DEX Volume (USD),DEX Liquidity (USD)
khaokheowzoo,kheowzoo,AiQcnL5gPjEXVH1E1FGUdN1WhPz4qXAZfQJxpGrJpump,khaokheowzoo,0.0001429,142873.0,720.36,0.88078,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '25.5879201467', 'h24': '971.6064231985'}",
Politickle,TICKL,D5WJ9eH4WLF1SUazsMZLUKTz4xb6mKHNzS1ufeynmoon,politickle,0.00012902,124751.0,245.93,-2.66021,,"Solana Ecosystem, Meme, PolitiFi, AI Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '389.6172881936'}",
Ronaldinho Coin (Wormhole),STAR10,8hCYPHGC73UxC7gqLDMBHQvgVmtQ6fryCq49tJMCP55D,ronaldinho-coin,0.00493619,349466.0,3464908.0,-5.04189,,"BNB Chain Ecosystem, Solana Ecosystem, Meme, Celebrity-Themed","{'m5': '3531.9033214917', 'm15': '5170.9835314135', 'm30': '22814.8295884245', 'h1': '54270.5278344835', 'h6': '54674.8641737205', 'h24': '57954.9483912479'}",
FIJI.EXE,FIJI,A9e6JzPQstmz94pMnzxgyV14QUqoULSXuf5FPsq8UiRa,fiji-exe,5.096e-05,47984.0,182.96,-1.13914,,"Solana Ecosystem, Meme, Solana Meme, AI Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '429.6203064459', 'h24': '805.5171896523'}",
Sonic The Goat,GOAT,59u8qAD2S2gEtsY5Vs7dJ95YspnHavyHEtRfzCEb9F7G,sonic-the-goat,1.56766e-07,156185.0,35.83,-0.604,,"Solana Ecosystem, Meme","{'m5': '6.5994927634', 'm15': '453.8879782805', 'm30': '2533.1080137265', 'h1': '4783.3821275021', 'h6': '98532.2519848445', 'h24': '897278.906508108'}",
AFRICA KIDS TOKEN,AKIDS,2z5VijfstyHnDsvGwMExtvjTgTB1TT3JSf29PRe9MvNG,africa-kids-token,5.801e-05,57865.0,278.7,-4.75747,,"Charity, Education, Solana Ecosystem","{'m5': '0.0', 'm15': '5.6648761507', 'm30': '5.6648761507', 'h1': '5.6648761507', 'h6': '19.1798223981', 'h24': '160.8000494197'}",
Bitcoin Treasury Machine,BTM,5Xc1AycwC2ENTDWwGV41twqCyKkeoAfjnqLGMKKd7ytX,bitcoin-treasury-machine,1.536e-05,15307.92,325.91,9.17,,"Solana Ecosystem, SPL22","{'m5': '14.8585235035', 'm15': '67.3178757108', 'm30': '67.3178757108', 'h1': '125.9638914643', 'h6': '198.7797952023', 'h24': '889.0745729983'}",
Lotion Coin,LOTION,5Yoc8Wzh5y9nA414VY9qJ1D3GF4qJ3SdhNxZuwn8pump,lotion-coin,3.277e-05,31501.0,390.99,-3.408,,"Solana Ecosystem, Pump.fun Ecosystem, AI Agent Launchpad","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '660.1953476906'}",
rexwifhat,REXHAT,AcV2T3mwLUqMiiqcsafVm35zwPQkmLrfRtaW3716Fzvi,rexwifhat,0.00014776,0.0,272.63,-4.20659,,"Solana Ecosystem, Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.5598555454', 'h6': '180.8651817457', 'h24': '494.3578677893'}",
AlphaKEK.AI (Wormhole),AIKEK,CotWkXoBD3edLb6opEGHV9tb3pyKmeoWBLwdMJ8ZDimW,alphakek-ai,0.0157297,3728116.0,1835.29,-0.49618,,"Artificial Intelligence (AI), Analytics, Solana Ecosystem, Ethereum Ecosystem, Telegram Apps, Discord Bots, Base Ecosystem, AI Applications, DeFAI","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '421.828716283', 'h24': '2340.5459013102'}",
your outie,outie,GnDfrXWPs71J73CrfrNsuwPrR15Fu7oZfNxYRhHWpump,your-outie,2.612e-05,25984.0,851.84,-7.70616,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '29.5528312825', 'h6': '1300.2774338078', 'h24': '2004.6928978673'}",
PIP,PIP,HHjoYwUp5aU6pnrvN4s2pwEErwXNZKhxKGYjRJMoBjLw,pip,0.00283285,938940.0,67449.0,-2.23518,,"Solana Ecosystem, Galaxy Digital Portfolio","{'m5': '767.6550890976', 'm15': '3739.5101570172', 'm30': '5443.1492489583', 'h1': '8691.5698030362', 'h6': '66664.1910747367', 'h24': '690465.449913811'}",
21X,21X,6r4PCVaX4rYN9WdbXwVWAQL4djFoUaeBMsq8Cxc6NApZ,21x,5.18767e-07,0.0,221.27,7.93364,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '105.1645683205'}",
cat girl,CATGF,GVwpWU5PtJFHS1mH35sHmsRN1XWUwRV3Qo94h5Lepump,cat-girl,9.816e-05,98034.0,787.61,2.36668,,"Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem, Terminal of Truths","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '26.7070104713', 'h6': '123.4010501146', 'h24': '919.5307806772'}",
Hxro (Portal),HXRO,HxhWkVpk5NS4Ltg5nij2G671CKXFRKPK8vy271Ub4uEK,hxro,0.00341391,2117942.0,217.44,-2.0583,,"Entertainment, Exchange-based Tokens, Derivatives, Options, Solana Ecosystem, Ethereum Ecosystem, Coinbase Ventures Portfolio, Alameda Research Portfolio, Energi Ecosystem, Blockchain Capital Portfolio","{'m5': '0.0', 'm15': '0.0', 'm30': '11.1954032483', 'h1': '11.1954032483', 'h6': '43.8704843523', 'h24': '212.3816863895'}",
AI Trader Agent,AIT,D4G7rpcQBF5oVQwBzoDwHPiweJ5RYvuEVGdxqmPApump,ai-trader-agent,0.00014628,123704.0,683.37,-2.30258,,"Solana Ecosystem, Meme, Solana Meme, AI Agents, Pump.fun Ecosystem, AI Applications","{'m5': '0.7937438453', 'm15': '1.0010236061', 'm30': '181.4371695536', 'h1': '330.8570056813', 'h6': '6551.3280797206', 'h24': '30147.6772770876'}",
KALIS,WKALIS,6esFN1wc1apB3QRqPeivYsFZJ96QsRSjUcy3zXqt5chN,kalichain,0.01244622,1120160.0,18261.65,-3.71883,,"Smart Contract Platform, Solana Ecosystem, Layer 1 (L1), Ethereum Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '20.0014529642'}",
Joel,JOEL,JACSU5f2fCsQSCDNz1VX2Se4vmQyj8k5EYigD4RppvGV,joel,1.022e-05,0.0,298.38,-4.89986,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '10.0305772522', 'h6': '10.0305772522', 'h24': '39.9795407978'}",
MAGAIBA,MAGAIBA,A6rSPi9JmJgVkW6BatsA6MjFYLseizPM2Fnt92coFjf4,magaiba,0.00010965,0.0,542.96,4.77145,,"Solana Ecosystem, Meme, PolitiFi","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '4.121021025', 'h24': '315.5359509441'}",
AI,AI,99ouK5YUK3JPGCPX9joNtHsMU7NPpU7w91JN4kdQ97po,ai-community,0.00029066,0.0,954.52,0.21536,,Solana Ecosystem,"{'m5': '4022.234912383', 'm15': '4393.5949823221', 'm30': '15401.510954492', 'h1': '28434.0333976393', 'h6': '240359.366784721', 'h24': '1466916.20468238'}",
GARY,$GARY,8c71AvjQeKKeWRe8jtTGG1bJ2WiYXQdbjqFbUfhHgSVk,gary,0.242935,0.0,1405.69,-0.19152,,Solana Ecosystem,"{'m5': '0.0', 'm15': '9.9591454411', 'm30': '9.9591454411', 'h1': '9.9591454411', 'h6': '285.4259102061', 'h24': '1653.6332085379'}",
DEPARTMENT OF GAINS COIN,D.O.G.C,313t1ZZcLBEmw4uWRjSei1xCDEK4B73KqawJ5xfCpump,department-of-gains-coin,0.00015082,138624.0,544.31,-3.51667,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '2495.9510614517'}",
Nexus Erebus,NXR,88dnPHaZDxwCm9xiDgB15uPwGdgE2y7ALcqsgRTopump,nexus-erebus,5.591e-05,53392.0,595.86,-3.48645,,"Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.5187448958', 'h6': '626.8326217676', 'h24': '5679.1967611392'}",
dYdX (Portal),DYDX,4Hx6Bj56eGyw8EJrrheM6LBQAvVYRikYCWsALeTrwyRU,dydx-wormhole,0.556968,0.0,447.45,-0.57074,,"Solana Ecosystem, Wormhole Assets, Bridged-Tokens","{'m5': '83.2560912092', 'm15': '83.2560912092', 'm30': '83.2560912092', 'h1': '619.3247203332', 'h6': '780.5829858576', 'h24': '990.8090588621'}",
StarShip🚀,STSHIP,GHtLF7drbYXGTHX73uSxqPKkJUzDqcBNe2M9fzjJzr3j,starship-4,2.15e-06,0.0,219.0,-2.78153,,"Solana Ecosystem, Meme, Elon Musk-Inspired","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.9504993875', 'h24': '449.0791557439'}",
Baby Pnut,BABYPNUT,z9ysNwXCYrh4xXRyQG9ujWqxNrdcChoicoJA9ebd7iF,baby-pnut,3.329e-05,32435.0,99.05,-2.76186,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '1.3286713535', 'h24': '313.373678851'}",
Official Tiger King,EXOTIC,N1FEMCzP8gEPQ1HeL32v4wEUuKTz3X7KMGRM1jgpkin,official-tiger-king,0.00019998,79933.0,456.44,-2.17987,,"Solana Ecosystem, Meme, Celebrity-Themed","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '17.7958066801', 'h6': '42.1638939539', 'h24': '68.3856265782'}",
glamorous,glam,73rzMJ8uEqjAf5vE1YPGrXbg7Cb2Yv85EoxpJh2mpump,glamorous,4.026e-05,40061.0,139.85,-3.87468,,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed, Parody Meme, Pump.fun Ecosystem, Zoo-Themed","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '22.0121815017', 'h6': '31.6287454878', 'h24': '31.6287454878'}",
D/ACC,D/ACC,FabjHjc1druUQoHVtudpNiCpnf73rtLzMkRM1b5NSbb6,d-acc-2,0.00034033,33982.0,30.23,-1.6793,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '731.4748556872'}",
State of Mika by VIRTUALS,STATE,Gcc7QfMgy9rKVdp8wdKqgUvzPWubHzDDfugiTgEvirt,gmika,0.00131271,1313415.0,4166.65,-4.59682,,"Solana Ecosystem, Meme, Solana Meme, AI Meme, Anime-Themed, Pump.fun Ecosystem, Virtuals Protocol Ecosystem","{'m5': '422.0155491089', 'm15': '1484.5993085991', 'm30': '2882.7605182106', 'h1': '8346.6548292807', 'h6': '44617.5558611308', 'h24': '176844.749457366'}",
Solzilla,SOLZILLA,31iQsahfa4CMiirU7REygBzuAWg4R4ah7Y4aDu9ZfXJP,solzilla,8.0627e-11,0.0,348.18,-1.4369,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.7736985387', 'h1': '0.7736985387', 'h6': '8.7676922929', 'h24': '89.4261704274'}",
LIQUIDATED,LIQQ,BoisYJqhMhgpD5291J6HRC3u1jeDkF8uSLyFy3fKb5o5,liquidated,0.00018287,131081.0,193.68,-2.76039,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '184.6255445378'}",
Sharbi,SHARBI,8D1nUMJQam54o34Kj2knFhSTaWoehEr4mBc7LfiDdCqq,sharbi,7.46e-06,555885.0,1594.39,25.70646,,"Decentralized Finance (DeFi), Solana Ecosystem, Meme, Base Ecosystem, Dog-Themed, Solana Meme, Base Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '1983.3803839699'}",
Simon for NYC Dog Mayor,SIMON,5NmDofUfjrAydmLGRyXrbiYRDZ2LhvdEG3jLWHUTpump,simon-for-nyc-dog-mayor,7.994e-05,79886.0,378.85,-3.67828,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '1406.9433635949', 'm15': '1406.9433635949', 'm30': '3113.5968052226', 'h1': '5851.8566021119', 'h6': '70929.6226038265', 'h24': '449576.030498704'}",
Not a Security,NAS,6WasmrQ9v1uvFjRgnovbJDGz3PoGzY8tAuLK35EKB4Aw,not-a-security,1.22e-05,12185.53,280.47,-0.39576,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '124.4350791614', 'm15': '124.4350791614', 'm30': '124.4350791614', 'h1': '124.4350791614', 'h6': '224.3054969877', 'h24': '5016.0763413729'}",
mao,mao,BsTRFEVZhXbBuy5fhxbttuim8iwzXqMdRCfFftDAkkeu,mao,4.486e-05,44860.0,250.39,-0.12383,,"Solana Ecosystem, Meme, Cat-Themed, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '229.6634363372'}",
LIL BUB,BUB,3meWn4683ng7FgLVJJB2bYPaNSoqhWdritNdkd4Aw1aj,lil-bub-on-sol,7.92e-06,7901.94,321.02,-13.18373,,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed, Pump.fun Ecosystem","{'m5': '1.3241348434', 'm15': '1.3241348434', 'm30': '1.3241348434', 'h1': '1.3241348434', 'h6': '14729.2998343684', 'h24': '340406.596107942'}",
Middle Earth,mearth,86Hne9YD8ToaNddSe45koHVTbgQaUbn57BGH6k9Wpump,middle-earth-ai,3.377e-05,31587.0,65.98,1.26155,,"Solana Ecosystem, AI Agents, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '2.2927736887', 'h24': '72.9682278013'}",
SAUDI PEPE,SAUDIPEPE,GxihB7J6xfiLDq7iMdgj39jKugt69QoHGDzXqFYPk2zQ,saudi-pepe,2.14e-06,0.0,4.63,-1.63064,,"Solana Ecosystem, Meme, Frog-Themed, The Boy’s Club",,
Donkey King,doky,5Rs53fY3q4t4mLk9zBQ45cVNgF1RH7NqRNXiP6Pa5rYH,donkey-king,3.12e-06,27063.0,318.12,0.11823,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '44.8560300675'}",
Kekius Maximus,Kekius,HAVVqPQf4MKVjvuFVi8y7g3xkArdWQemaJPBvKmEpump,kekius-maximus-3,7.616e-05,76146.0,1912.56,2.55411,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '566.516118712', 'm15': '9346.4168860732', 'm30': '11974.8867576219', 'h1': '12125.0858838931', 'h6': '212849.498965511', 'h24': '663065.631611575'}",
Built Different,BUILT,vsDLJBTQZTFcnvrosoA49Czqy9qZGu4tgjh768wpump,built-different,3.989e-05,39841.0,232.82,-5.2415,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '230.5810323649'}",
Desy Duk,desy,BQCexRWggJukVENsvkb7AmUBriVqTEA7ixC4GPE1XJ16,desy-duk,1.925e-05,19148.05,256.53,-2.26367,,"Solana Ecosystem, Meme, Parody Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '110.9881082228'}",
SeduxAI,SEDUX,5Kh2xc7X2qfRig2DZyGkuEXw7jeXUXoei7U6GBjfpump,sedux-ai,6.487e-05,62326.0,150.59,-2.13898,,"Artificial Intelligence (AI), Solana Ecosystem, AI Agents, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '11.3407120836', 'h6': '11.3407120836', 'h24': '55.1671355182'}",
Germany ,GER,52DfsNknorxogkjqecCTT3Vk2pUwZ3eMnsYKVm4z3yWy,germany-coin,4.966e-05,0.0,254.47,-5.06214,,"Solana Ecosystem, Meme, Country-Themed Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '60.6644647376'}",
PRNT,PRNT,4TUNzcgp2fPD48fcW4seRjyqyDZMrPj4ZubnXFEsKeYk,prnt,4.905e-05,0.0,606.67,-1.11102,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '98.9758926', 'h6': '150.907182823', 'h24': '562.8100576807'}",
CheckDot,CDT,Ak3ovnWQnAxPSFoSNCoNYJLnJtQDCKRBH4HwhWkb6hFm,checkdot,0.07161,529815.0,4605.52,-2.67348,,"Artificial Intelligence (AI), Decentralized Finance (DeFi), BNB Chain Ecosystem, Insurance, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Cybersecurity","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '73.3776036564', 'h24': '73.3776036564'}",
STEVE,STEVE,2s8AT36jzHfYDnkT1rTTFZti7EkVHhXon6ptAi8cpump,steve,2.366e-05,0.0,210.21,-0.26481,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '162.8581439198', 'm15': '168.2781307564', 'm30': '168.2781307564', 'h1': '168.2781307564', 'h6': '9348.7135104149', 'h24': '59488.6827167491'}",
Trump Official Dance Move,SHIMMY,QcNnhASrCxLpkqndMvLJmBu8HAkdViZzdipBAoypump,trump-official-dance-move,3.92e-05,38985.0,259.49,-4.13578,,"Solana Ecosystem, Meme, Solana Meme, Parody Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '27.1272193008'}",
AXI,AXI,9tLUnDz6G2dUGVhiLEEEpfM8e1YBiXnWrdT4xVeopump,axi,0.00019876,199431.0,583.39,3.18913,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '866.1779150724', 'm15': '4107.3260967517', 'm30': '5038.3795339787', 'h1': '6864.606446217', 'h6': '31692.4613745086', 'h24': '143572.965656073'}",
MARU,MARU,maru4DtHRrPytGBgRk81qBLby8f72t23u4Xi3EgPPgJ,maru-dog,7.5823e-07,0.0,1.32,-1.22227,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '1.2591804727', 'h24': '2.5765804727'}",
Yellow Pepe,YELPE,3JVxH5QT9z3v7Gi2z4K4N69Bma6PHj8uovX8tYdQpump,yellow-pepe,4.883e-05,48601.0,49.52,-1.10125,,"Solana Ecosystem, Meme, Frog-Themed, Pump.fun Ecosystem, The Boy’s Club","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '56.5773480336', 'h24': '2646.0742159276'}",
MY PRONOUNS ARE HIGH/ER,HIGHER,5KCGJJpRMtbydUDTAoc5MoRPnqmJNNDaFwvBDdSG6daC,my-pronouns-are-high-er,3.038e-05,30334.0,195.56,-1.42618,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.232011283', 'm30': '555.3299919226', 'h1': '1113.5127721812', 'h6': '2354.8163201929', 'h24': '24871.8846818625'}",
Pissing Dog Farts,pdf,y1k9ZRqLwKLbyUe5LfQf53jYXeSyvrFi7URt4FWpump,pissing-dog-farts,2.098e-05,20674.0,591.27,2.51037,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '85.530333008', 'h24': '510.269413987'}",
ASTHERIA,HERIA,HzN6MGRCi4QMpAeqvKnqsDDodAq2LWNdxSkPHnCpump,astheria,5.276e-05,52093.0,52.57,-1.32042,,"Solana Ecosystem, Meme, Elon Musk-Inspired, AI Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '487.3924139939', 'h24': '493.2185444837'}",
Quantum Gospel,QOAT,7F9bK2Gj7X5YY3dYfojoWVQYerFYcaGCni6Czt8Xpump,quantum-gospel,3.611e-05,36100.0,350.57,-3.6561,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '3285.9618873869', 'h24': '4767.9400483529'}",
CHILLY,CHILLY,7Akh51JvZDvEi9a5KLHkkEfnajJzqRmnK2jVUvW1XRPA,chilly,5.47e-06,0.0,466.93,24.19665,,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '191941.443272154'}",
Sharky Sharkx,Shark,9stDgyRz8rad6Czht7A3JwQRn7Hi1R5ace9egdj7pump,sharky-sharkx,2.153e-05,21518.0,22.21,-1.91787,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '30.4141948031', 'm15': '38.0001944642', 'm30': '364.2529259985', 'h1': '7471.8967919966', 'h6': '38970.0189558952', 'h24': '89701.9659531135'}",
RuneMine,MINE,M1NEtUMtvTcZ5K8Ym6fY4DZLdKtBFeh8qWWpsPZiu5S,runemine,0.00327629,0.0,11870.11,33.89984,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '2296.4194566838', 'h6': '4700.6749800805', 'h24': '11012.64442761'}",
TAOSHI,TAOSHI,6MMdrc39L3rMZkshRP9WSKe3trSdcbx5ywJmzJBanzqw,taoshi,0.00863176,179709.0,293.75,-4.76241,,"Solana Ecosystem, Meme, AI Meme, Bittensor Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '488.6170330328', 'h24': '917.737459677'}",
Asha,Asha,45ZAM7JK8ZGHuBQiJ8kvhdiVdiQGsTQGgt3gRAEQpump,asha,0.00013874,119419.0,640.27,-2.85664,,"Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '1.5759714953', 'h24': '260.2745942688'}",
Scrat,SCRAT,3GEznP41VaAGv9yRdBiuYdA8zkffNc8b7DzNJgFbH4Kh,scrat,0.00090306,90293.0,261.58,-0.70854,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '13.4203881338'}",
MOE,MOE,8xzoj8mVmXtBQm6d2euJGFPvQ2QsTV5R8cdexi2qpump,moe-4,0.0004424,419130.0,315.68,-0.8262,,"Artificial Intelligence (AI), Solana Ecosystem, Meme, AI Agents, Pump.fun Ecosystem, AI Agent Launchpad","{'m5': '10.6037612559', 'm15': '10.6037612559', 'm30': '10.6037612559', 'h1': '115.3026071094', 'h6': '376.7293064164', 'h24': '8201.3594764887'}",
2077 CODE,2077,HNi43Ue8Qz8XegA9q8AWbV9DxzJxcexm8czE1fhppump,2077-code,7.506e-05,47560.0,208.42,0.33952,,"Artificial Intelligence (AI), Gaming (GameFi), NFT, Solana Ecosystem, Pump.fun Ecosystem, AI Applications","{'m5': '1.4254070526', 'm15': '1.4254070526', 'm30': '1.4254070526', 'h1': '1.4254070526', 'h6': '1.4254070526', 'h24': '14.1488748476'}",
Crodie,CRODIE,GvcNXdSehfNSNyhDVDj27kc459LzFqWozt9CSJywMy6r,crodie,0.0002147,0.0,319.76,-1.94485,,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '61.9282166689'}",
Justice for Zachxbt,ZACHXBT,M5MFPbS4X6eYek21xhFU38DTavMLuGY9eyC5p8Tpump,justice-for-zachxbt,9.512e-05,94970.0,87.34,-1.90335,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '7.1292493437', 'h24': '30.061873591'}",
Yumi,YUMI,9VBhKuR9DxDP1wQCi9MPFY5q8fkYb62CPUYpx4Gppump,yumi,3.261e-05,27142.0,254.99,-4.96609,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '274.002355607', 'h1': '274.002355607', 'h6': '274.002355607', 'h24': '286.654314598'}",
777FuckIlluminatiWorldwide,FIW,FeKmTunVrXDKEoDJbuTwZi8vfFFw3MHzpPB79JD8ARYU,777fuckilluminatiworldwid,9.531e-05,0.0,247.47,-0.27538,,Solana Ecosystem,"{'m5': '0.0', 'm15': '0.0', 'm30': '14.8100588458', 'h1': '14.8100588458', 'h6': '49.3190709815', 'h24': '264.8936784038'}",
ZeroByte,ZB,H1hcBegR2A6b2mCGqhH5zA4sTZvMxrqT4v3fHY1kpump,zerobyte,2.063e-05,20529.0,246.89,-5.62262,,"Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem","{'m5': '910.6952446227', 'm15': '4563.9233871008', 'm30': '18625.2569806232', 'h1': '43281.4814078523', 'h6': '429703.691780089', 'h24': '1817785.24308376'}",
Synatra Staked SOL,ySOL,yso11zxLbHA3wBJ9HAtVu6wnesqz9A2qxnhxanasZ4N,synatra-staked-sol,205.19,0.0,331.43,0.60722,,"Solana Ecosystem, Liquid Staking Tokens, Liquid Staked SOL, Liquid Staking","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '78.5858357747', 'h24': '523.3846607185'}",
Dean's List,DEAN,Ds52CDgqdWbTWsua1hgT3AuSSy4FNx2Ezge1br3jQ14a,dean-s-list,0.00164762,0.0,244.3,-1.30348,,"NFT, Solana Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '82.1297289723', 'h24': '201.330749033'}",
Baby Moo Deng,BABYDENG,HpLfPx1NkMghAEVq6d2nv84LiZt4nKvGJ2aRiUFno1DX,babymoodeng,2.348e-05,23476.0,192.11,3.86511,,"Solana Ecosystem, Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '122.2508762129'}",
Chedda,Chedda,GLiB37nqnPDghvVHFS9CJ21c5BDUQxSJS3BXBWduVoPm,chedda-2,7.569e-05,75577.0,2941.78,29.95556,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '2093.0819916401', 'h24': '3209.4575596454'}",
